fileName	fastCpG	slowCpG
BP_bone_marrow_S01GSDA1_precursor_B_cell_AcuteLymphocyticLeukemia	0.469084747899634	0.949469308814878
BP_bone_marrow_S01GTBA1_precursor_B_cell_AcuteLymphocyticLeukemia	0.594165015182947	0.956060692282506
BP_cord_blood_C00184A3bs_mature_neutrophil_DiseaseFree	0.83134042508406	0.940008532989595
BP_cord_blood_C003K951_CD38negative_naive_B_cell_DiseaseFree	0.856297268401904	0.953161429348912
BP_cord_blood_C004GD51_mature_neutrophil_DiseaseFree	0.798816236439228	0.930088793974722
BP_cord_blood_C005PS51_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.820291183234928	0.935475996348695
BP_cord_blood_C0066P51_CD8positive_alphabeta_T_cell_DiseaseFree	0.855847014346978	0.953641533732222
BP_cord_blood_C0067N51_cytotoxic_CD56dim_natural_killer_cell_DiseaseFree	0.783675385740787	0.934200954816444
BP_cord_blood_C0068L51_CD38negative_naive_B_cell_DiseaseFree	0.86102358808238	0.953844259126418
BP_cord_blood_S000RD54_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.806968838621646	0.933003465876237
BP_cord_blood_S0018A52_inflammatory_macrophage_DiseaseFree	0.814821162524941	0.931356040115671
BP_cord_blood_S002R551_erythroblast_DiseaseFree	0.629771077874758	0.8680335447421
BP_cord_blood_S002S351_erythroblast_DiseaseFree	0.605879336359836	0.855661348552883
BP_cord_blood_S004AV51_CD34negative_CD41positive_CD42positive_megakaryocyte_cell_DiseaseFree	0.699424088050112	0.873586647131075
BP_cord_blood_S004BT51_CD34negative_CD41positive_CD42positive_megakaryocyte_cell_DiseaseFree	0.731300839913049	0.896213316347057
BP_cord_blood_S007SK51_inflammatory_macrophage_DiseaseFree	0.81500468705876	0.933639783694135
BP_cord_blood_S00BHQ51_macrophage_DiseaseFree	0.807614002894305	0.929034734512911
BP_cord_blood_S00BJM51_endothelial_cell_of_umbilical_vein_proliferating_DiseaseFree	0.699491416208199	0.924162000538783
BP_cord_blood_S00BJM52_endothelial_cell_of_umbilical_vein_resting_DiseaseFree	0.659521352110596	0.92607283778859
BP_cord_blood_S00C1H51_alternatively_activated_macrophage_DiseaseFree	0.826558045563974	0.931909241488343
BP_cord_blood_S00C2F51_CD8positive_alphabeta_T_cell_DiseaseFree	0.859958296531016	0.958697914982262
BP_cord_blood_S00CP651_conventional_dendritic_cell_DiseaseFree	0.828865363778316	0.942263480302634
BP_cord_blood_S00D7151_conventional_dendritic_cell_DiseaseFree	0.828196645781127	0.941993334934801
BP_cord_blood_S00DCS51_endothelial_cell_of_umbilical_vein_proliferating_DiseaseFree	0.656005261334721	0.919908978618684
BP_cord_blood_S00DCS53_endothelial_cell_of_umbilical_vein_resting_DiseaseFree	0.637549341100039	0.908784842267291
BP_cord_blood_S00DVR51_macrophage_DiseaseFree	0.789393097327477	0.914222599807355
BP_cord_blood_S00E8W51_alternatively_activated_macrophage_DiseaseFree	0.798003317986049	0.915108120977393
BP_cord_blood_S01E8O51_cytotoxic_CD56dim_natural_killer_cell_DiseaseFree	0.792804078916237	0.947058605608713
BP_thymus_lymphoid_tissue_NECH0001_1_CD3negative_CD4positive_CD8positive_double_positive_thymocyte_DiseaseFree	0.833234059583852	0.947606938950162
BP_thymus_lymphoid_tissue_NECH0001_2_CD4positive_alphabeta_thymocyte_DiseaseFree	0.829539951435489	0.948065411238112
BP_thymus_lymphoid_tissue_NECH0001_3_CD8positive_alphabeta_thymocyte_DiseaseFree	0.838153818299107	0.955269741314456
BP_thymus_lymphoid_tissue_NECH0002_1_thymocyte_DiseaseFree	0.8963717149162	0.957757631196059
BP_thymus_lymphoid_tissue_S010NDA1_CD3negative_CD4positive_CD8positive_double_positive_thymocyte_DiseaseFree	0.821903368627523	0.943235046030078
BP_thymus_lymphoid_tissue_S010Q7A1_CD3positive_CD4positive_CD8positive_double_positive_thymocyte_DiseaseFree	0.825240537623742	0.95082576716061
BP_thymus_lymphoid_tissue_S010R5A1_CD4positive_alphabeta_thymocyte_DiseaseFree	0.824070477571607	0.944861317884803
BP_thymus_lymphoid_tissue_S010S3A1_CD8positive_alphabeta_thymocyte_DiseaseFree	0.832497536775206	0.952431066454804
BP_thymus_lymphoid_tissue_S01G2SA1_CD3positive_CD4positive_CD8positive_double_positive_thymocyte_DiseaseFree	0.82929706594541	0.945589677847183
BP_tonsil_G201_germinal_center_B_cell_DiseaseFree	0.507216256714499	0.936716194698087
BP_tonsil_GC_T14_10_germinal_center_B_cell_DiseaseFree	0.567762076427716	0.941387798150998
BP_tonsil_GC_T14_11_germinal_center_B_cell_DiseaseFree	0.504704106727613	0.942140689265777
BP_tonsil_PC_T12_20_plasma_cell_DiseaseFree	0.474360470478815	0.911485343721922
BP_tonsil_PC_T13_1_plasma_cell_DiseaseFree	0.465418653127811	0.8595282383435
BP_tonsil_PC_T14_10_plasma_cell_DiseaseFree	0.507665589157635	0.903633228413756
BP_venous_blood_C000S5A1bs_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.78747405904489	0.935573890770909
BP_venous_blood_C000S5A2bs_mature_neutrophil_DiseaseFree	0.772709474381642	0.921285833421654
BP_venous_blood_C0010KA1bs_mature_neutrophil_DiseaseFree	0.770075675348245	0.921237575137482
BP_venous_blood_C0010KA2bs_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.766905291398929	0.930573738730203
BP_venous_blood_C0011IA3bs_mature_neutrophil_DiseaseFree	0.785515999478914	0.926548074333513
BP_venous_blood_C001UYA1bs_mature_neutrophil_DiseaseFree	0.795658869550957	0.929893889980924
BP_venous_blood_C001UYA3bs_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.800905632709877	0.935265782635864
BP_venous_blood_C00256A1bs_CD8positive_alphabeta_T_cell_DiseaseFree	0.743036824334805	0.948900183357295
BP_venous_blood_C00256A3bs_effector_memory_CD8positive_alphabeta_T_cell_DiseaseFree	0.444721102459033	0.925573426513386
BP_venous_blood_C002CTA1bs_cytotoxic_CD56dim_natural_killer_cell_DiseaseFree	0.738008655011104	0.933545530912254
BP_venous_blood_C003JB51_class_switched_memory_B_cell_DiseaseFree	0.382629399724665	0.92512261099328
BP_venous_blood_C003N351_memory_B_cell_DiseaseFree	0.50145555346121	0.934258916738297
BP_venous_blood_C003VO55_CD8positive_alphabeta_T_cell_DiseaseFree	0.80016751678625	0.954487420622682
BP_venous_blood_C003VO56_central_memory_CD8positive_alphabeta_T_cell_DiseaseFree	0.518209091427874	0.932474797594476
BP_venous_blood_C004SQ51_CD14positive_CD16negative_classical_monocyte_DiseaseFree	0.797474577222019	0.93555720186836
BP_venous_blood_C005UI52_central_memory_CD8positive_alphabeta_T_cell_DiseaseFree	0.498731723305386	0.937732374882189
BP_venous_blood_C005VG51_macrophage_DiseaseFree	0.817494087645972	0.939875719983083
BP_venous_blood_C006G551_cytotoxic_CD56dim_natural_killer_cell_DiseaseFree	0.759272051652962	0.933456126957943
BP_venous_blood_csMBC_NC11_41_class_switched_memory_B_cell_DiseaseFree	0.268144514492329	0.912685624892742
BP_venous_blood_NBC_NC11_41_naive_B_cell_DiseaseFree	0.814652697345112	0.95479791374188
BP_venous_blood_NBC_NC11_83_naive_B_cell_DiseaseFree	0.770801203450124	0.863053008521933
BP_venous_blood_S001JP51_CD38negative_naive_B_cell_DiseaseFree	0.847504472107872	0.957772385244495
BP_venous_blood_S001MJ51_inflammatory_macrophage_DiseaseFree	0.796841389132548	0.931204261917245
BP_venous_blood_S001S751_macrophage_DiseaseFree	0.801352012542605	0.934606833933191
BP_venous_blood_S001S753_inflammatory_macrophage_DiseaseFree	0.807825983269775	0.938818859604074
BP_venous_blood_S001U352_effector_memory_CD4positive_alphabeta_T_cell_DiseaseFree	0.437635188099055	0.923919485761148
BP_venous_blood_S001U353_regulatory_T_cell_DiseaseFree	0.61241172239041	0.93936388518686
BP_venous_blood_S0022I51_macrophage_DiseaseFree	0.800413226420088	0.932741702351156
BP_venous_blood_S0022I53_inflammatory_macrophage_DiseaseFree	0.810857184991137	0.934835608011288
BP_venous_blood_S002ND51_effector_memory_CD8positive_alphabeta_T_cell_terminally_differentiated_DiseaseFree	0.419025527918708	0.925789773755009
BP_venous_blood_S0039051_macrophage_DiseaseFree	0.79307351032684	0.929312112435549
BP_venous_blood_S004P151_class_switched_memory_B_cell_DiseaseFree	0.39516203120832	0.929985075512106
BP_venous_blood_S0062252_alternatively_activated_macrophage_DiseaseFree	0.78208753436241	0.921127694813757
BP_venous_blood_S006VI53_alternatively_activated_macrophage_DiseaseFree	0.765255376678012	0.870973008521587
BP_venous_blood_S006XE53_mature_eosinophil_DiseaseFree	0.771572028090235	0.923939724256736
BP_venous_blood_S006YC51_central_memory_CD4positive_alphabeta_T_cell_DiseaseFree	0.55073292522535	0.937398137501365
BP_venous_blood_S007DD51_CD4positive_alphabeta_T_cell_DiseaseFree	0.814645447745407	0.959651460336107
BP_venous_blood_S007G756_CD4positive_alphabeta_T_cell_DiseaseFree	0.807847407022646	0.958305277186427
BP_venous_blood_S008H151_CD4positive_alphabeta_T_cell_DiseaseFree	0.820571477134304	0.95804830128109
BP_venous_blood_S009W451_CD4positive_alphabeta_T_cell_DiseaseFree	0.821955662080702	0.958360204003692
BP_venous_blood_S00AYXU1_NA_ChronicLymphocyticLeukemia	0.197135412127538	0.891022355412946
BP_venous_blood_S00B0NU1_NA_ChronicLymphocyticLeukemia	0.418347054665165	0.941263245898928
BP_venous_blood_S00B1LU1_NA_ChronicLymphocyticLeukemia	0.306835228914424	0.909875321031425
BP_venous_blood_S00B2JA1_NA_ChronicLymphocyticLeukemia	0.210445410591181	0.921383896841276
BP_venous_blood_S00BS451_alternatively_activated_macrophage_DiseaseFree	0.821073992486381	0.940298042634263
BP_venous_blood_S00CWTA1_myeloid_cell_AcuteMyeloidLeukemia	0.800436808147089	0.95661117225548
BP_venous_blood_S00D1DA1_myeloid_cell_AcuteMyeloidLeukemia	0.689433602031322	0.940041637220363
BP_venous_blood_S00D2BA1_myeloid_cell_AcuteMyeloidLeukemia	0.61955095060987	0.949985222960495
BP_venous_blood_S00D39A1_myeloid_cell_AcuteMyeloidLeukemia	0.663937292241394	0.945757451577594
BP_venous_blood_S00DM851_CD38negative_naive_B_cell_DiseaseFree	0.77800411179139	0.956973476443158
BP_venous_blood_S00FTN51_alternatively_activated_macrophage_DiseaseFree	0.809358469520035	0.934798942090943
BP_venous_blood_S00FWHA1_mature_neutrophil_DiseaseFree	0.803148769944167	0.933201559564737
BP_venous_blood_S00FXFA1_mature_neutrophil_DiseaseFree	0.804388448953722	0.934079338031767
BP_venous_blood_S00GPRA1_NA_ChronicLymphocyticLeukemia	0.258168747381307	0.914419353120679
BP_venous_blood_S00H6O51_inflammatory_macrophage_DiseaseFree	0.800562426550468	0.930652920607014
BP_venous_blood_S00K5EA1_mature_neutrophil_DiseaseFree	0.808562924795492	0.937276635983942
BP_venous_blood_S00K7AA1_mature_neutrophil_DiseaseFree	0.787153502852224	0.932965177944434
BP_venous_blood_S00K88A1_mature_neutrophil_DiseaseFree	0.780132083461187	0.928150182471632
BP_venous_blood_S00Q7NA1_myeloid_cell_AcuteMyeloidLeukemia	0.514021983630563	0.887680730005418
BP_venous_blood_S00TC1A1_mature_neutrophil_DiseaseFree	0.802108031659886	0.93439747784167
BP_venous_blood_S00TU2A1_immature_conventional_dendritic_cell_DiseaseFree	0.781744947021047	0.936942898244394
BP_venous_blood_S00TV0A1_immature_conventional_dendritic_cell_DiseaseFree	0.796088502374934	0.94243490316632
BP_venous_blood_S00TWZA1_immature_conventional_dendritic_cell_DiseaseFree	0.801692984474354	0.94389950985647
BP_venous_blood_S00TXXA1_mature_conventional_dendritic_cell_DiseaseFree	0.774428272818116	0.933447596241619
BP_venous_blood_S00TYVA1_mature_conventional_dendritic_cell_DiseaseFree	0.798430073889929	0.944105929441897
BP_venous_blood_S00U0LA1_mature_conventional_dendritic_cell_DiseaseFree	0.80435993933187	0.946972695203
BP_venous_blood_S00UJK51_adult_endothelial_progenitor_cell_DiseaseFree	0.293217852564594	0.86719807944979
BP_venous_blood_S00V2DN1_monocyte_DiseaseFree	0.80600294042446	0.934714165127123
BP_venous_blood_S00V3BN1_macrophage_DiseaseFree	0.819214101313422	0.933051693561479
BP_venous_blood_S00V49N1_macrophage_DiseaseFree	0.81712180607849	0.940085539645759
BP_venous_blood_S00V6553_mature_eosinophil_DiseaseFree	0.740190710593311	0.920631194304996
BP_venous_blood_S00W8Y51_mesenchymal_stem_cell_of_the_bone_marrow_DiseaseFree	0.329043486159168	0.741742652481529
BP_venous_blood_S00XTP51_regulatory_T_cell_DiseaseFree	0.404474881229585	0.929131886817353
BP_venous_blood_S00XWJA1_myeloid_cell_AcuteMyeloidLeukemia	0.701793713907652	0.951492712812065
BP_venous_blood_S00Y05A1_myeloid_cell_AcuteMyeloidLeukemia	0.534556522583177	0.952813686032556
BP_venous_blood_S00Y13A1_myeloid_cell_AcuteMyeloidLeukemia	0.723883952154851	0.954207218922667
BP_venous_blood_S00Y4YA1_myeloid_cell_AcuteMyeloidLeukemia	0.692732963743171	0.957428297094754
BP_venous_blood_S00Y6UA1_myeloid_cell_AcuteMyeloidLeukemia	0.523810101103132	0.923453181143664
BP_venous_blood_S00YAM51_mesenchymal_stem_cell_of_the_bone_marrow_DiseaseFree	0.271531047995322	0.702354359210958
BP_venous_blood_S013PYA1_myeloid_cell_AcuteMyeloidLeukemia	0.625120329693746	0.945436923404392
BP_venous_blood_S013RUA1_peripheral_blood_mononuclear_cell_AcuteMyeloidLeukemia	0.689535572467883	0.956269185463644
BP_venous_blood_S013SSA1_myeloid_cell_AcuteMyeloidLeukemia	0.654202947048287	0.945528135955688
BP_venous_blood_S0145XU1_NA_TcellProlymphocyticLeukemia	0.435207104969832	0.941131576128636
BP_venous_blood_S014QS51_effector_memory_CD4positive_alphabeta_T_cell_DiseaseFree	0.345239856680807	0.926221556762522
BP_venous_blood_S014QS55_central_memory_CD4positive_alphabeta_T_cell_DiseaseFree	0.477130607683393	0.942491682283287
BP_venous_blood_S014WG51_effector_memory_CD8positive_alphabeta_T_cell_DiseaseFree	0.327206930175321	0.933985212585678
BP_venous_blood_S0164R51_effector_memory_CD8positive_alphabeta_T_cell_terminally_differentiated_DiseaseFree	0.294359599919079	0.926405868575287
BP_venous_blood_S016KWU1_NA_TcellProlymphocyticLeukemia	0.256655147934485	0.903908984369818
BP_venous_blood_S016MSU1_NA_TcellProlymphocyticLeukemia	0.392527729959155	0.942054365578665
BP_venous_blood_S017B9A1_precursor_B_cell_AcuteLymphocyticLeukemia	0.699323885615741	0.963268467092694
BP_venous_blood_S017C7A1_precursor_B_cell_AcuteLymphocyticLeukemia	0.70015304029395	0.960134265509555
BP_venous_blood_S017RE51_memory_B_cell_DiseaseFree	0.430285303259984	0.946114066396157
BP_venous_blood_S01B47A1_monocyte_DiseaseFree	0.815201768947595	0.945816691082854
BP_venous_blood_S01B55A1_monocyte_DiseaseFree	0.820196693570492	0.944866863930506
BP_venous_blood_S01B63A1_monocyte_DiseaseFree	0.81752344099176	0.94395650166323
BP_venous_blood_S01B71A1_monocyte_DiseaseFree	0.817784893639873	0.943893325888904
BP_venous_blood_S01B9YA1_monocyte_DiseaseFree	0.819157051096372	0.944913643458652
BP_venous_blood_S01BAWA1_monocyte_DiseaseFree	0.807139845777868	0.93759871555752
BP_venous_blood_S01BBUA1_monocyte_DiseaseFree	0.820106945287909	0.945294579561932
BP_venous_blood_S01BCSA1_monocyte_DiseaseFree	0.817740952730049	0.945484663080642
BP_venous_blood_S01BDQA1_monocyte_DiseaseFree	0.814514046313343	0.944121684639986
BP_venous_blood_S01BEOA1_monocyte_DiseaseFree	0.816121634854543	0.946723575148899
BP_venous_blood_S01BFMA1_monocyte_DiseaseFree	0.831833193081376	0.949877972733057
BP_venous_blood_S01BGKA1_monocyte_DiseaseFree	0.821975189566105	0.941597253583723
BP_venous_blood_S01BHIA1_monocyte_DiseaseFree	0.822635518415933	0.948368301438803
BP_venous_blood_S01E03A1_monocyte_DiseaseFree	0.79350712755844	0.943959277196389
BP_venous_blood_S01ECGA1_naive_B_cell_DiseaseFree	0.820946212905036	0.961989743213401
BP_venous_blood_S01FE8A1_NA_MantleCellLymphoma	0.208968174286863	0.906027324099016
BP_venous_blood_S01FF6A1_NA_MantleCellLymphoma	0.220089266892815	0.911445137126769
BP_venous_blood_S01FG4A1_NA_ChronicLymphocyticLeukemia	0.236511426183661	0.920019982465515
BP_venous_blood_S01FH2A1_NA_MantleCellLymphoma	0.394742224759879	0.930962712131087
BP_venous_blood_S01FJZA1_NA_MantleCellLymphoma	0.119897695220744	0.833786330806573
BP_venous_blood_S01FKXA1_NA_MantleCellLymphoma	0.344582732464817	0.915192849720588
BP_venous_blood_S01GKTA1_osteoclast_DiseaseFree	0.796555491510759	0.94557980241168
BP_venous_blood_S01GMPA1_osteoclast_DiseaseFree	0.758871551247545	0.9369121467624
BP_venous_blood_S01GU951_adult_endothelial_progenitor_cell_DiseaseFree	0.352054226168519	0.90327858783045
BP_venous_blood_S01MAPA1_monocyte_DiseaseFree	0.802543802896093	0.945933625485691
GSE49828_EmbryonicLiver_lowcov	0.800887898965548	0.90597657510131
GSE49828_ICM_lowcov	0.316362304442159	0.539545351736981
GSE63393_Fetal_PGC_F_D113	0.157956060660051	0.307508940678865
GSE63393_Fetal_PGC_F_D57to67	0.249088250826247	0.401740550884006
GSE63393_Fetal_PGC_M_D59to137_lowcov	0.29023021705849	0.430051795738307
GSE63818_EmbryonicBrain_lowcov	0.892781397249946	0.943987163292262
GSE63818_EmbryonicHeart_lowcov	0.803686205732597	0.914585715434603
GSE63818_FetalGonadalSoma_7to9W	0.770304727639649	0.908780647976228
GSE63818_PGC_10W_F	0.0523878654829248	0.215900363408796
GSE63818_PGC_10W_M	0.0683439844218181	0.194099714612351
GSE63818_PGC_11_to_13W_M	0.0588167434258797	0.214711032902127
GSE63818_PGC_11W_F	0.0689193517801795	0.254021650569001
GSE63818_PGC_17W_F	0.0856916449217422	0.259331356407342
GSE63818_PGC_19W_M	0.0641835435375012	0.211166866417937
GSE63818_PGC_7W_M	0.130589416085619	0.349339250564982
methbase_Berman_2012_Human_ColonCancer	0.269085691581167	0.781648426152786
methbase_Berman_2012_Human_ColonNormal	0.548658583871096	0.880131265342774
methbase_Brain_Human_DorsPrefrontNeuron53Yr	0.901647023256766	0.933639284247323
methbase_Brain_Human_DorsPrefrontNeuronMale55Yr	0.894346199823779	0.93758117567128
methbase_Brain_Human_DorsPrefrontNonNeuron53Yr	0.804726447658709	0.931703533605431
methbase_Brain_Human_DorsPrefrontNonNeuronMale55Yr	0.79830906973369	0.929839725542013
methbase_Brain_Human_FetalCerebCortex	0.814465878320235	0.91773385936749
methbase_Brain_Human_FrontCortexFemale64Yr	0.759101932134378	0.868067005278704
methbase_Brain_Human_MidFrontGyr12Yr	0.7770959747423	0.928033466181702
methbase_Brain_Human_MidFrontGyr16Yr	0.788591411486365	0.927824597016013
methbase_Brain_Human_MidFrontGyr2Yr	0.762342462832786	0.925752285348766
methbase_Brain_Human_MidFrontGyr35Day	0.766730521086816	0.916460723570092
methbase_Brain_Human_MidFrontGyr5Yr	0.763516021760672	0.927054322421006
methbase_Heyn_2012_Human_BCell-Healthy	0.209685718979752	0.791973836668884
methbase_Heyn_2012_Human_BCell-ICF	0.0375546267554507	0.327222125163376
methbase_Heyn_2012_Human_CD4T-100yr	0.420605480791623	0.871315841527769
methbase_Heyn_2012_Human_CD4T-Newborn	0.814887874668028	0.9240765435788
methbase_Heyn_2012_Human_PBMC	0.656828757070213	0.845458674015864
methbase_Hodges_2011_Human_BCell	0.550247729399994	0.908627969834493
methbase_Hodges_2011_Human_HSPC	0.739612674381298	0.90240702738909
methbase_Hodges_2011_Human_Neut	0.755061969458519	0.890525544225749
methbase_Hon_2012_Human_HCC1954	0.20734374618173	0.567969549970996
methbase_Hon_2012_Human_HMEC	0.346041644228236	0.864722402123463
methbase_Li_2010_Human_PBMC	0.458004771227187	0.754455714321118
methbase_Lister_2009_Human_H1ESC	0.829069759303385	0.892497454532079
methbase_Lister_2009_Human_IMR90	0.2970234314913	0.804733034872461
methbase_Lister_2011_Human_ADS	0.406654098950529	0.7930053608836
methbase_Lister_2011_Human_ADSAdipose	0.422546613285441	0.80543720262032
methbase_Lister_2011_Human_ADSiPSC	0.859459539686208	0.905362415854362
methbase_Lister_2011_Human_FF	0.285781055603099	0.827276109728491
methbase_Lister_2011_Human_FFiPSC1911BMP4	0.755686748339851	0.889658383150015
methbase_Lister_2011_Human_FFiPSC197	0.841605126703972	0.911962353093964
methbase_Lister_2011_Human_FFiPSC69	0.8553432336005	0.918033353036759
methbase_Lister_2011_Human_H9ESC	0.849193272842977	0.925521634697093
methbase_Lister_2011_Human_IMR90iPSC	0.890083648289983	0.933110360031402
methbase_Lowe_2013_Human_Buccals	0.589064754451044	0.761960862512311
methbase_Molaro_2011_Human_Sperm	0.779559839843694	0.845358406903435
methbase_Xie_2013_Human_H1-mesendoderm	0.835126431060116	0.912359535346593
methbase_Xie_2013_Human_H1-NPC	0.873248009489602	0.934303916013064
methbase_Xie_2013_Human_H1	0.825890409544159	0.890160761190236
methbase_Xie_2013_Human_H1BMP4	0.833402015409529	0.91215348959976
methbase_Xie_2013_Human_H9	0.850025880504456	0.918899697970803
methbase_Xie_2013_Human_IMR90	0.297065185659707	0.799084854497153
methbase_Xie_2013_Human_iPSC19.11	0.840253832017987	0.909036562435965
methbase_Xie_2013_Human_iPSC6.9	0.857136027980179	0.916322735746908
methbase_Xie_2013_Human_Mesenchymal	0.635419771010973	0.917315936243073
methbase_Zeng_2012_Human_PreFrontCortex	0.81234877625439	0.924372533495486
Okae_2014_blastocyst	0.223032500893641	0.375782026060147
Okae_2014_oocytes_lowcov	0.524648419670138	0.624163940598538
REMC_BI.Fetal_Muscle_Leg.UW_H24996	0.673477390120024	0.869264467868508
REMC_BI.Fetal_Thymus.UW_H24943	0.828217383661593	0.92761637677534
REMC_E003_H1_Cell_Line	0.823421508401172	0.884336202457147
REMC_E004_H1_BMP4_Derived_Mesendoderm_Cultured_Cells	0.838570045506908	0.916820570654324
REMC_E005_H1_BMP4_Derived_Trophoblast_Cultured_Cells	0.824381679452899	0.90544064159453
REMC_E006_H1_Derived_Mesenchymal_Stem_Cells	0.631647670648344	0.924643161337133
REMC_E007_H1_Derived_Neuronal_Progenitor_Cultured_Cells	0.874900896198401	0.933748854445953
REMC_E008_H9_Cell_Line	0.850669530743414	0.918541750538635
REMC_E011_hESC_Derived_CD184+_Endoderm_Cultured_Cells	0.858271937103265	0.922551738898655
REMC_E012_hESC_Derived_CD56+_Ectoderm_Cultured_Cells	0.863187065840253	0.901330704066726
REMC_E013_hESC_Derived_CD56+_Mesoderm_Cultured_Cells	0.811956330495576	0.904550794138744
REMC_E016_HUES64_Cell_Line	0.879592314901593	0.937521758431259
REMC_E017_IMR90_Cell_Line	0.297167395249938	0.794022317985382
REMC_E021_iPS_DF_6.9_Cell_Line	0.859209947966516	0.919593106545368
REMC_E022_iPS_DF_19.11_Cell_Line	0.842876122985963	0.912302185962134
REMC_E024_4star	0.857962035575252	0.920197212240553
REMC_E050_Mobilized_CD34_Primary_Cells_Female	0.872899857748214	0.939353102103572
REMC_E053_Neurosphere_Cultured_Cells_Cortex_Derived	0.735126485712671	0.909452610704716
REMC_E054_Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	0.689033830203082	0.913485698492711
REMC_E058_Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	0.626446355233513	0.853503757454901
